Tabla_q,2023-08-22 12:23:19.292716
1,0,0
2,0,0,0
3,0,0
4,0,0
5,0,0,0
6,0,0
7,0,0
8,0,0,0
9,0,0
10,0,0
11,0,0,0
12,0,0
13,0,0
14,0,0,0
15,0,0
16,0,0
17,0,0,0
18,0,0
19,0,0
20,0.591,0.45957,0.45957
21,0,0
22,0,0
23,0,0,0
24,0,0
25,1.6702799507100001,1.2618631621176002
26,1.7177954592526763,1.6827462029055815,1.3276086844622084
27,0,0.0
28,0,0
29,0,0,0
30,0,0
31,0,0
32,0,0,0
33,0,0
34,0,0
35,0,0,0
36,0,0
37,0,0
38,0,0,0
39,0,0
40,0,0
41,0,0,0
42,0,0
43,0,0
44,0,0,0
45,0,0
46,0,0
47,0,0,0
48,0,0
49,0,0
50,0,0,0
51,0,0
52,0,0
53,0,0,0
54,0,0
Tabla_prob,2023-08-22 12:23:19.292823
1,0.5,0.5
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
3,0.5,0.5
4,0.5,0.5
5,0.3333333333333333,0.3333333333333333,0.3333333333333333
6,0.5,0.5
7,0.5,0.5
8,0.3333333333333333,0.3333333333333333,0.3333333333333333
9,0.5,0.5
10,0.5,0.5
11,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,0.5,0.5
13,0.5,0.5
14,0.3333333333333333,0.3333333333333333,0.3333333333333333
15,0.5,0.5
16,0.5,0.5
17,0.3333333333333333,0.3333333333333333,0.3333333333333333
18,0.5,0.5
19,0.5,0.5
20,0.39999999999999997,0.3,0.3
21,0.5,0.5
22,0.5,0.5
23,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,0.5,0.5
25,0.55,0.45
26,0.39999999999999997,0.3,0.3
27,0.55,0.45
28,0.5,0.5
29,0.3333333333333333,0.3333333333333333,0.3333333333333333
30,0.5,0.5
31,0.5,0.5
32,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,0.5,0.5
34,0.5,0.5
35,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,0.5,0.5
37,0.5,0.5
38,0.3333333333333333,0.3333333333333333,0.3333333333333333
39,0.5,0.5
40,0.5,0.5
41,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0.5,0.5
43,0.5,0.5
44,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.5,0.5
46,0.5,0.5
47,0.3333333333333333,0.3333333333333333,0.3333333333333333
48,0.5,0.5
49,0.5,0.5
50,0.3333333333333333,0.3333333333333333,0.3333333333333333
51,0.5,0.5
52,0.5,0.5
53,0.3333333333333333,0.3333333333333333,0.3333333333333333
54,0.5,0.5
Tabla_pi,2023-08-22 12:23:19.293012
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
Tabla_q,2023-08-22 13:38:57.537692
1,0,0
2,0,0,0
3,0,0
4,0,0
5,0,0,0
6,0,0
7,0,0
8,0,0,0
9,0,0
10,0,0
11,0,0,0
12,0,0
13,0,0
14,0,0,0
15,0,0
16,0,0
17,0,0,0
18,0,0
19,0,0
20,0,0.0,0
21,0,0
22,0,0
23,0,0,0
24,0,0
25,0.21459042092642408,0.1305658423145917
26,0,0.27126900000000004,0.591
27,1.412659743,0.6814181306100001
28,0,0
29,0,0,0
30,0.3,0
31,0,0
32,0,0,0
33,0,0
34,0,0
35,0,0,0
36,0,0
37,0,0
38,0,0,0
39,0,0
40,0,0
41,0,0,0
42,0,0
43,0,0
44,0,0,0
45,0,0
46,0,0
47,0,0,0
48,0,0
49,0,0
50,0,0,0
51,0,0
52,0,0
53,0,0,0
54,0,0
Tabla_prob,2023-08-22 13:38:57.537917
1,0.5,0.5
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
3,0.5,0.5
4,0.5,0.5
5,0.3333333333333333,0.3333333333333333,0.3333333333333333
6,0.5,0.5
7,0.5,0.5
8,0.3333333333333333,0.3333333333333333,0.3333333333333333
9,0.5,0.5
10,0.5,0.5
11,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,0.5,0.5
13,0.5,0.5
14,0.3333333333333333,0.3333333333333333,0.3333333333333333
15,0.5,0.5
16,0.5,0.5
17,0.3333333333333333,0.3333333333333333,0.3333333333333333
18,0.5,0.5
19,0.5,0.5
20,0.39999999999999997,0.3,0.3
21,0.5,0.5
22,0.5,0.5
23,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,0.5,0.5
25,0.55,0.45
26,0.3,0.3,0.39999999999999997
27,0.55,0.45
28,0.5,0.5
29,0.3333333333333333,0.3333333333333333,0.3333333333333333
30,0.55,0.45
31,0.5,0.5
32,0.3333333333333333,0.3333333333333333,0.3333333333333333
33,0.5,0.5
34,0.5,0.5
35,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,0.5,0.5
37,0.5,0.5
38,0.3333333333333333,0.3333333333333333,0.3333333333333333
39,0.5,0.5
40,0.5,0.5
41,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0.5,0.5
43,0.5,0.5
44,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,0.5,0.5
46,0.5,0.5
47,0.3333333333333333,0.3333333333333333,0.3333333333333333
48,0.5,0.5
49,0.5,0.5
50,0.3333333333333333,0.3333333333333333,0.3333333333333333
51,0.5,0.5
52,0.5,0.5
53,0.3333333333333333,0.3333333333333333,0.3333333333333333
54,0.5,0.5
Tabla_pi,2023-08-22 13:38:57.538333
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
